id,price_usd
2265513,178190.01117471073
2265607,76580.98089807038
2265613,102778.90059394711
2265632,121868.4153003961
2265642,126461.90260266254
2265755,144680.02662691986
2265756,132105.78983441473
2265757,122272.72645155634
2265767,185156.12018406234
2265768,185156.12018406234
2265788,165793.18817003304
2265790,222180.24073842203
2265791,222180.24073842203
2265793,437077.01776858215
2265794,432702.5287798798
2265795,439832.1666203892
2265798,432702.5287798798
2265799,432702.5287798798
2265800,439832.1666203892
2265801,439832.1666203892
2265804,148140.67587789535
2265805,148140.67587789535
2265851,530479.2138883624
2265853,162549.79581707309
2265857,90956.36858345971
2265931,64423.133735884745
2265932,196012.17583110466
2265936,101531.5525438506
2265937,100782.20958818795
2265938,100782.20958818795
2265946,124557.88268267048
2265957,798756.2956152787
2265980,102328.65541338586
2265983,156527.30483623556
2265984,126071.31365821828
2265988,158129.7292300853
2265989,100510.39826158575
2266156,227440.57250840633
2266158,245264.31661885412
2266159,86315.83701990223
2266455,255546.1134702634
2266945,98041.37406007864
2267074,104262.13605791815
2267075,85730.61912309418
2267251,164244.50508281324
2267255,162655.42499135426
2267257,169651.4122130324
2267260,170509.8608200364
2267261,125808.27844680496
2267262,122751.5691294659
2267315,168305.5007585759
2267349,336799.2484352943
2267609,135067.46340066043
2268145,76619.37226037277
2271716,83931.52073002985
2271717,82983.10318142829
2271736,144021.5085802133
2272103,81238.34212147602
2273270,1014303.0903097793
2273343,165096.3515186475
2274503,108617.51696572342
2274602,506806.048908745
2274609,148140.67587789535
2274610,148140.67587789535
2274628,176092.90676064187
2274700,178145.2247685394
2274767,119951.81708269255
2274777,404331.1555488281
2274839,472704.16222354106
2274854,151654.8075062913
2274891,107159.7817274688
2298599,1179139.106766087
2298600,223355.95281490186
2299548,107817.33390213939
2308036,341472.5138772762
2309989,115327.5629373932
2315110,275677.1981431928
2321548,85437.17497520773
2327558,134524.5987025952
2327588,118222.78821771924
2327602,99892.25887672948
2327641,723875.0184107755
2327644,604269.558106815
2327648,143758.50170670098
2327791,106061.27480343085
2327837,150206.39203018608
2327845,207644.42568300295
2327879,226707.34015794392
2327883,85437.17497520773
2327884,310201.2312278966
2327889,213332.6117620971
2327890,213332.6117620971
2327891,444960.05193234724
2327899,322399.85618805414
2327900,319329.06500766956
2327901,322399.85618805414
2327902,319329.06500766956
2327904,322399.85618805414
2327905,322399.85618805414
2327906,319329.06500766956
2327909,159209.01292817117
2327910,159209.01292817117
2327911,159209.01292817117
2327912,159209.01292817117
2327915,131601.26206599892
2327916,131601.26206599892
2327917,131601.26206599892
2327918,131601.26206599892
2327920,144121.61211246793
2327922,144121.61211246793
2327923,144121.61211246793
2327924,144121.61211246793
2327925,144121.61211246793
2327926,205152.5295298871
2327927,210124.26479281587
2327951,352571.6419757783
